cl_id,successful,paid_amount,co_name,datecl,payment_method,mid,card_brand
3957,0,3228.32,Australia,3/27/2021,E-Wallet,126,Amex
9447,0,2934.68,Turkey,2/14/2021,Mobile,99,Visa
3562,0,3752.16,Norway,1/9/2021,Bank transfers,231,MasterCard
1062,1,3090.2,Switzerland,1/24/2021,Prepaid cards,78,JBC
3226,0,1864.52,Netherlands,3/23/2021,Mobile,142,Amex
8929,0,3042.92,Finland,3/31/2021,Bank transfers,89,JBC
2384,1,3587.72,United States,3/25/2021,Prepaid cards,156,MasterCard
4789,1,2281.04,Iran,2/15/2021,Mobile,133,Visa
3738,0,2565.96,Australia,1/15/2021,Credit cards,261,Amex
4630,0,3538.04,Germany,3/4/2021,Prepaid cards,219,MasterCard
3388,0,3753.68,Switzerland,3/28/2021,Credit cards,144,Visa
5645,0,2924.48,Iran,3/5/2021,Prepaid cards,45,Visa
2618,0,2930.96,United States,2/6/2021,Prepaid cards,74,Visa
8223,0,4358.56,United States,1/27/2021,E-Wallet,200,MasterCard
748,0,1086.76,Netherlands,1/30/2021,Mobile,89,Visa
9647,1,2189.8,Spain,1/18/2021,Bank transfers,132,MasterCard
3021,1,2400.76,United States,2/1/2021,Prepaid cards,177,Visa
9487,1,1115.92,Finland,1/5/2021,Mobile,126,Visa
138,1,2671.84,New Zealand,1/29/2021,Prepaid cards,136,Amex
8006,1,3897.32,United States,2/26/2021,Bank transfers,142,Visa
8742,1,3649.4,Denmark,3/8/2021,Prepaid cards,115,MasterCard
148,1,4665.76,New Zealand,1/18/2021,Credit cards,159,MasterCard
4952,1,3403.2,Ireland,2/25/2021,Bank transfers,282,MasterCard
3173,1,2033,Germany,2/7/2021,Bank transfers,162,JBC
3872,0,4102.88,Brazil,2/24/2021,Prepaid cards,19,JBC
984,1,1487.6,United States,3/25/2021,Bank transfers,161,Visa
4668,0,3106.2,Denmark,1/29/2021,Mobile,140,JBC
6013,1,1976.36,Turkey,1/22/2021,E-Wallet,173,MasterCard
9136,0,1812.68,Norway,1/4/2021,Mobile,210,MasterCard
4410,1,3829.36,Iran,3/19/2021,Credit cards,16,MasterCard
8164,1,2895.76,Iran,3/19/2021,Bank transfers,242,JBC
7543,1,2649.4,Switzerland,3/2/2021,Prepaid cards,84,Visa
9801,1,3393.96,United Kingdom,2/14/2021,Mobile,131,Amex
6944,1,3752.32,Ireland,3/24/2021,E-Wallet,136,Amex
8495,0,1597.96,Spain,2/26/2021,Credit cards,182,JBC
8594,1,2482.64,Ireland,1/6/2021,Credit cards,93,Visa
8096,1,3389.56,Australia,1/22/2021,Credit cards,280,Amex
73,0,4779.64,Denmark,1/29/2021,Bank transfers,139,Visa
5224,0,1708.24,Norway,1/15/2021,Credit cards,217,MasterCard
7034,0,4832.68,Denmark,2/22/2021,Credit cards,241,JBC
3064,1,1776,Australia,1/12/2021,Prepaid cards,264,JBC
3377,1,1623.76,Brazil,2/1/2021,Mobile,79,Visa
2431,1,1001.96,Finland,1/9/2021,Credit cards,130,MasterCard
3654,1,1284.84,Ireland,1/30/2021,Credit cards,214,JBC
6655,0,1387.64,Denmark,1/14/2021,Credit cards,177,Visa
9679,0,4021.64,United Kingdom,1/14/2021,Bank transfers,159,Amex
4769,0,1885.4,Australia,3/12/2021,Bank transfers,228,Amex
4448,0,1643.68,New Zealand,1/14/2021,Bank transfers,106,Visa
4469,1,3820.08,Finland,1/3/2021,Prepaid cards,65,MasterCard
5747,0,2841.92,Norway,3/15/2021,Mobile,166,MasterCard
5029,0,2997.32,United Kingdom,3/8/2021,Prepaid cards,299,Visa
4431,1,4874.52,Switzerland,4/1/2021,E-Wallet,256,JBC
2945,1,2600.16,Spain,2/17/2021,Credit cards,245,Visa
5799,0,3948.92,Switzerland,2/14/2021,Prepaid cards,8,Visa
4411,0,4467.96,Germany,2/26/2021,Credit cards,281,Amex
5858,1,3659.56,United Kingdom,2/12/2021,Mobile,268,JBC
3771,1,2977,Brazil,3/5/2021,Credit cards,68,MasterCard
894,0,4593.52,Canada,3/5/2021,Credit cards,264,Visa
504,0,2599.72,Turkey,3/29/2021,Prepaid cards,269,MasterCard
6024,1,4526.4,United Kingdom,2/17/2021,Credit cards,257,MasterCard
3832,1,2362.96,Australia,3/10/2021,Bank transfers,19,MasterCard
4792,1,2179.84,Brazil,1/2/2021,Bank transfers,206,Amex
4033,1,1652.96,New Zealand,1/5/2021,Credit cards,229,Visa
7487,0,1750.44,Germany,1/13/2021,Mobile,281,MasterCard
6343,0,2895.04,Brazil,1/28/2021,E-Wallet,116,Amex
8232,0,1411.52,Switzerland,1/1/2021,E-Wallet,11,Amex
6490,0,3390.2,Australia,4/1/2021,Mobile,224,Visa
2109,0,4899.24,Netherlands,1/17/2021,Credit cards,59,Visa
5070,1,1662.48,Germany,1/3/2021,Credit cards,228,JBC
4332,0,3130.44,Australia,3/27/2021,Mobile,273,JBC
8993,1,3407.92,Turkey,2/14/2021,Mobile,139,JBC
8541,1,1289.44,Finland,3/13/2021,Bank transfers,93,JBC
3368,1,3852.64,Netherlands,3/16/2021,Credit cards,152,MasterCard
2555,0,4689.48,Norway,1/31/2021,Credit cards,196,JBC
1797,1,1720.96,United Kingdom,3/7/2021,Prepaid cards,16,Visa
5517,0,4904.96,Spain,2/9/2021,E-Wallet,292,Visa
5465,1,1487.24,Spain,1/22/2021,Mobile,242,MasterCard
7565,0,3748.12,Ireland,2/10/2021,Credit cards,3,Amex
3528,0,1680.64,Netherlands,3/5/2021,Prepaid cards,111,Amex
6412,1,2574.96,New Zealand,2/7/2021,Prepaid cards,195,Amex
6348,1,4299.16,Turkey,2/24/2021,Credit cards,269,Amex
362,0,2031.56,France,2/21/2021,Credit cards,274,MasterCard
1907,0,4603.56,Australia,1/24/2021,Mobile,103,Visa
4396,1,4530.72,Switzerland,3/25/2021,Prepaid cards,261,Amex
730,0,3368.28,Germany,3/19/2021,Prepaid cards,149,Amex
7286,0,4898.92,Brazil,3/6/2021,Bank transfers,16,Visa
9107,0,1993.84,Denmark,3/1/2021,Mobile,204,JBC
1691,0,3945.76,Australia,1/30/2021,Prepaid cards,62,Visa
6040,1,1685.24,Australia,1/1/2021,Bank transfers,111,JBC
231,1,3220.56,Australia,1/15/2021,Mobile,129,Amex
4686,0,2183.4,Germany,3/11/2021,Mobile,101,MasterCard
5730,1,2410.4,Netherlands,3/29/2021,Prepaid cards,192,Visa
5549,1,1566.8,United States,1/3/2021,Mobile,162,JBC
1053,0,4205.48,Iran,3/5/2021,Credit cards,73,Visa
5608,0,3110.2,Finland,2/18/2021,Mobile,212,JBC
9530,0,2297.2,Denmark,2/26/2021,Credit cards,164,MasterCard
1597,1,4321.68,New Zealand,2/5/2021,Credit cards,110,Visa
7616,1,1094.88,Ireland,3/14/2021,Prepaid cards,203,Visa
7222,0,2001.24,Iran,3/26/2021,Credit cards,204,Visa
1211,1,3360.96,Brazil,2/2/2021,Credit cards,93,JBC
3899,0,2176.08,Switzerland,4/1/2021,Mobile,11,MasterCard
6837,0,1669.84,Ireland,2/22/2021,Credit cards,249,Amex
4718,0,4263.88,Switzerland,1/15/2021,Mobile,63,JBC
6725,0,2472.64,Turkey,2/12/2021,Prepaid cards,22,Visa
4813,1,2046.76,Spain,2/2/2021,Bank transfers,172,JBC
5321,1,2821.8,Australia,2/22/2021,Credit cards,228,JBC
4069,0,2488.04,Spain,3/19/2021,Prepaid cards,155,JBC
6153,1,3744.08,France,1/22/2021,Bank transfers,5,JBC
5841,1,4732,Norway,2/14/2021,Prepaid cards,56,MasterCard
1796,0,1743.08,Netherlands,2/4/2021,Credit cards,298,JBC
2975,0,3683.84,United Kingdom,3/2/2021,E-Wallet,120,JBC
7591,1,3692.44,Denmark,2/23/2021,Bank transfers,36,Visa
6945,1,1406.08,Finland,1/26/2021,Credit cards,147,Amex
7025,0,1493.96,Netherlands,2/25/2021,Mobile,230,Visa
5039,0,4702.28,Australia,3/22/2021,Credit cards,286,Amex
8834,0,3666.16,Ireland,3/25/2021,Mobile,271,MasterCard
3750,1,1607.44,Finland,2/10/2021,E-Wallet,70,JBC
7321,1,4505.16,Ireland,3/22/2021,Bank transfers,179,JBC
5399,1,3962.24,United States,3/5/2021,Credit cards,222,MasterCard
4068,1,1674.16,Iran,3/2/2021,Mobile,125,Visa
403,0,4872.6,France,3/18/2021,Bank transfers,224,JBC
1140,1,3668.48,United Kingdom,3/1/2021,Prepaid cards,107,MasterCard
1623,0,4416.6,Australia,3/13/2021,E-Wallet,3,Amex
5002,0,2869.24,Norway,1/22/2021,E-Wallet,100,JBC
313,0,2113.76,Switzerland,3/17/2021,E-Wallet,97,Amex
6787,1,4333.36,Brazil,2/24/2021,E-Wallet,158,Visa
2970,0,3483.8,Brazil,1/10/2021,E-Wallet,244,JBC
9374,1,2085.12,Canada,2/27/2021,Credit cards,44,JBC
4300,1,2694.48,Australia,3/21/2021,Mobile,57,JBC
871,0,3002.92,Australia,2/26/2021,Mobile,209,JBC
3702,1,4022.88,Switzerland,1/11/2021,E-Wallet,257,Visa
2161,0,3391.36,Iran,2/27/2021,Prepaid cards,164,JBC
1181,0,4885.8,United Kingdom,3/14/2021,Bank transfers,138,Amex
3924,0,4904.08,Brazil,1/29/2021,Credit cards,192,MasterCard
9734,1,4591.88,Netherlands,4/1/2021,Bank transfers,29,JBC
8591,1,3802.6,Australia,2/7/2021,Credit cards,221,Visa
1105,1,1213.84,United States,1/19/2021,Mobile,75,MasterCard
69,0,4827.08,Ireland,2/14/2021,Prepaid cards,199,JBC
2551,0,3096.32,Brazil,2/16/2021,Mobile,68,MasterCard
5436,1,4075.24,Switzerland,1/14/2021,Prepaid cards,293,Amex
5491,0,2185.2,Netherlands,3/30/2021,E-Wallet,207,Visa
5978,0,1264.64,Canada,3/15/2021,Credit cards,173,MasterCard
3583,1,4079.44,Finland,1/21/2021,Credit cards,25,Amex
3814,1,1990.28,Canada,3/18/2021,Bank transfers,114,MasterCard
8382,0,1604.8,United States,2/8/2021,E-Wallet,136,Visa
7905,1,3986.52,Finland,3/6/2021,Credit cards,80,Visa
7245,0,3492.6,Germany,1/12/2021,Bank transfers,8,Amex
8949,0,2624.32,Ireland,3/19/2021,E-Wallet,172,Visa
4641,0,2513.16,Australia,3/22/2021,E-Wallet,5,JBC
6534,1,2312.52,Brazil,3/6/2021,Credit cards,233,JBC
4043,1,3553.16,Ireland,2/12/2021,Mobile,286,Visa
6934,1,1387.72,New Zealand,2/7/2021,Credit cards,130,MasterCard
6635,0,1496.16,Norway,2/16/2021,Bank transfers,243,MasterCard
6487,0,3586.2,Turkey,1/3/2021,Bank transfers,4,Visa
153,0,4912.96,Finland,3/9/2021,Credit cards,52,JBC
1235,0,2239.64,Finland,2/25/2021,Bank transfers,270,MasterCard
6157,0,1922.84,Iran,2/9/2021,Bank transfers,101,MasterCard
1587,0,4940.56,Finland,3/7/2021,Prepaid cards,213,JBC
4085,0,4682.76,United Kingdom,2/1/2021,E-Wallet,213,JBC
2577,1,2090.96,United States,3/25/2021,Prepaid cards,158,Visa
4136,0,3121.6,Turkey,3/28/2021,Prepaid cards,298,Amex
310,0,4618.36,Brazil,3/25/2021,Bank transfers,159,JBC
9669,1,3436.84,United States,3/16/2021,Bank transfers,104,MasterCard
4636,0,1872.48,Denmark,2/18/2021,Bank transfers,153,Amex
5079,0,1831.64,Turkey,1/25/2021,Bank transfers,263,JBC
1881,1,1219.28,Iran,2/12/2021,Prepaid cards,160,MasterCard
4942,0,3136.36,Ireland,3/12/2021,Bank transfers,286,Visa
3014,0,2238.2,Norway,2/12/2021,E-Wallet,140,Amex
3434,1,3718.68,Denmark,2/22/2021,E-Wallet,218,Visa
9825,1,4498,Switzerland,2/8/2021,Bank transfers,112,MasterCard
2660,1,4908.24,Australia,2/16/2021,Credit cards,232,Amex
694,0,1879.88,Canada,3/2/2021,Credit cards,243,MasterCard
3623,1,2601.08,United Kingdom,2/28/2021,E-Wallet,245,Visa
6758,1,4370.4,Brazil,1/11/2021,Mobile,288,MasterCard
2280,1,4128.8,Ireland,2/17/2021,Mobile,238,Amex
7279,0,2346.48,Norway,2/22/2021,Prepaid cards,243,Visa
5400,1,4544.56,Brazil,2/13/2021,Bank transfers,237,Amex
6245,0,2469.04,New Zealand,1/25/2021,Bank transfers,162,JBC
5337,0,3300.04,Norway,4/1/2021,E-Wallet,278,Amex
4601,1,1311.48,United States,1/1/2021,Mobile,85,Amex
3517,0,3645.92,Netherlands,3/2/2021,E-Wallet,38,Amex
2799,1,1220.4,New Zealand,2/25/2021,Prepaid cards,203,Visa
5627,1,1118.72,Brazil,3/22/2021,Credit cards,241,JBC
3885,1,2284.16,Finland,2/13/2021,Credit cards,245,MasterCard
1427,1,2473.52,Brazil,1/29/2021,Prepaid cards,206,Amex
329,0,3624.56,Brazil,3/26/2021,Prepaid cards,277,JBC
9615,0,2403.92,France,1/19/2021,Bank transfers,180,JBC
6057,0,2071.16,Germany,1/5/2021,E-Wallet,297,JBC
8828,1,1190.76,Iran,2/23/2021,Credit cards,255,MasterCard
378,1,3279.36,Turkey,3/3/2021,Mobile,83,Visa
9364,0,1378.52,Iran,3/17/2021,Prepaid cards,179,Visa
8303,0,1059.52,United Kingdom,2/25/2021,Credit cards,68,Visa
5381,0,3471.2,United States,1/8/2021,Credit cards,76,MasterCard
3874,1,1143.6,France,2/3/2021,Mobile,5,Visa
975,0,4985.08,Switzerland,1/1/2021,Bank transfers,177,Visa
1398,0,3309.16,Canada,1/13/2021,Bank transfers,217,MasterCard
3034,0,1586.36,United States,1/14/2021,E-Wallet,56,Visa
6114,0,4373.96,Spain,2/7/2021,Mobile,181,MasterCard
1972,1,3446.28,Brazil,1/29/2021,Credit cards,92,JBC
6939,0,1180.72,Norway,3/13/2021,E-Wallet,189,MasterCard
8667,0,3314.2,Norway,1/18/2021,Bank transfers,238,MasterCard
2316,0,2161.32,Denmark,1/17/2021,Prepaid cards,196,MasterCard
5329,0,1631,Netherlands,3/23/2021,Mobile,276,Visa
4111,1,4610.92,Spain,2/18/2021,Mobile,126,MasterCard
3405,0,4769.64,Australia,1/26/2021,Prepaid cards,300,Visa
6853,1,1578.92,Spain,2/17/2021,Bank transfers,177,Amex
4604,0,4418.44,Ireland,1/23/2021,Bank transfers,277,Amex
8183,1,3445.36,Iran,3/1/2021,Mobile,21,Visa
3878,1,2215.8,France,1/23/2021,Prepaid cards,5,JBC
4761,0,2743.4,United States,3/3/2021,E-Wallet,206,Visa
1722,1,2063.92,Brazil,1/27/2021,Prepaid cards,40,Visa
1826,1,3789.28,Denmark,2/3/2021,Mobile,89,Visa
5265,0,1757,New Zealand,1/5/2021,Mobile,234,JBC
447,0,3806.16,Brazil,1/27/2021,Mobile,293,JBC
2095,0,2904.72,Canada,1/7/2021,E-Wallet,153,JBC
6271,1,4620.32,Turkey,3/28/2021,Prepaid cards,234,JBC
8168,0,3725.28,Germany,2/17/2021,Mobile,183,MasterCard
4117,0,1632.6,Spain,2/11/2021,Mobile,273,Visa
6450,0,4594.6,United Kingdom,1/10/2021,Prepaid cards,60,JBC
7855,0,3251.96,Denmark,1/12/2021,Prepaid cards,140,Visa
5967,0,2853.2,Denmark,1/28/2021,E-Wallet,192,Visa
6805,0,2958.28,Switzerland,2/18/2021,Credit cards,170,MasterCard
459,0,2819.48,Spain,2/12/2021,Bank transfers,90,Amex
854,0,2360.08,Ireland,4/1/2021,Mobile,275,Amex
2206,1,1828.44,Switzerland,2/26/2021,Mobile,155,MasterCard
9927,1,1827.2,Canada,2/1/2021,Mobile,185,Visa
7131,1,2363.64,Finland,2/1/2021,Prepaid cards,134,Visa
6281,1,4158.84,Denmark,1/28/2021,Prepaid cards,182,Amex
8299,0,1676.24,Norway,2/23/2021,Mobile,148,Amex
8539,0,4956.6,Netherlands,2/20/2021,Mobile,244,Visa
288,1,1862.52,Finland,3/5/2021,Prepaid cards,218,JBC
9906,0,3088.08,United Kingdom,4/1/2021,Prepaid cards,286,Visa
3950,1,2439.6,Canada,2/12/2021,Credit cards,204,JBC
3325,1,1488.92,Denmark,1/11/2021,E-Wallet,250,Amex
7020,0,1305.88,Australia,1/14/2021,Bank transfers,242,Visa
9552,0,2477.36,Germany,1/7/2021,Prepaid cards,43,Visa
1605,1,4069.6,Spain,3/5/2021,Credit cards,223,Visa
9682,0,2843.44,Australia,2/16/2021,Bank transfers,110,Amex
591,0,2260.52,United Kingdom,3/26/2021,Credit cards,183,MasterCard
2138,1,2901.28,Brazil,3/30/2021,Credit cards,138,Visa
9298,1,1464.36,Germany,1/14/2021,Prepaid cards,205,Amex
7252,0,2400.28,France,1/5/2021,E-Wallet,83,MasterCard
9196,1,3230.72,Netherlands,3/10/2021,E-Wallet,77,Amex
3764,0,2173.76,Switzerland,2/18/2021,Prepaid cards,256,Amex
3436,1,3529.16,Finland,1/30/2021,E-Wallet,275,Amex
3392,1,3686.36,Brazil,1/18/2021,Credit cards,217,Visa
3554,1,2856.36,Ireland,1/28/2021,E-Wallet,172,MasterCard
9456,1,3320.12,Spain,2/28/2021,Bank transfers,240,Amex
799,0,2460.24,Switzerland,1/7/2021,Mobile,215,MasterCard
2907,0,1736.2,Switzerland,2/28/2021,Bank transfers,5,Amex
1672,1,2003.04,United States,2/15/2021,E-Wallet,33,Visa
4988,0,1324.4,Brazil,1/8/2021,Credit cards,154,Amex
9757,1,4224.68,Norway,1/27/2021,E-Wallet,115,MasterCard
2091,1,4740.32,Netherlands,3/11/2021,Bank transfers,204,MasterCard
523,1,1833.08,Canada,2/17/2021,Mobile,87,Amex
9254,0,2606.08,Netherlands,1/11/2021,Prepaid cards,188,JBC
2641,1,2112.04,Switzerland,3/14/2021,Mobile,195,MasterCard
6968,0,2739.72,Spain,1/26/2021,Mobile,211,Amex
4236,1,2627.8,United Kingdom,2/28/2021,Credit cards,254,Amex
7059,0,4084.32,Canada,2/24/2021,Bank transfers,151,Amex
4316,1,3693.2,Australia,1/12/2021,Credit cards,113,Amex
6702,1,3017.04,Switzerland,1/2/2021,E-Wallet,226,MasterCard
2976,0,3821.24,United States,3/2/2021,Prepaid cards,228,Amex
5309,1,3832.88,Norway,3/8/2021,Credit cards,99,Visa
1500,0,1626.88,Australia,1/5/2021,Mobile,207,JBC
8985,0,4834.16,Denmark,3/14/2021,Bank transfers,208,MasterCard
4434,0,4318.72,Germany,2/4/2021,E-Wallet,232,Amex
3288,0,4901.68,Finland,1/27/2021,Bank transfers,220,JBC
7723,0,4888.44,Ireland,1/12/2021,Mobile,213,Amex
6039,0,1016.16,Denmark,1/21/2021,Prepaid cards,115,Visa
6936,1,1168.56,Iran,3/31/2021,E-Wallet,182,MasterCard
216,1,2973.08,New Zealand,3/30/2021,E-Wallet,202,Amex
428,0,4735.4,New Zealand,1/31/2021,Mobile,14,Amex
3638,1,2387.24,New Zealand,3/20/2021,Credit cards,242,Amex
5945,0,1263.28,Iran,3/22/2021,Bank transfers,173,Amex
358,0,3903.04,New Zealand,2/8/2021,Credit cards,104,Visa
8028,0,2280.2,United States,2/28/2021,Credit cards,159,JBC
1891,1,4954.32,Finland,3/4/2021,Mobile,26,Amex
777,0,3910.56,Ireland,1/6/2021,Bank transfers,279,Visa
9733,1,4142.56,Netherlands,2/3/2021,E-Wallet,190,JBC
4157,0,1948.68,United Kingdom,2/8/2021,Prepaid cards,233,Visa
6192,0,4328.2,United States,3/6/2021,Bank transfers,13,MasterCard
5025,0,1887.8,Spain,1/18/2021,Bank transfers,117,MasterCard
3300,0,2575.88,Brazil,3/18/2021,Mobile,30,Visa
893,0,1390.76,Netherlands,2/23/2021,Mobile,119,MasterCard
3825,1,2027,Turkey,3/2/2021,E-Wallet,100,Visa
9198,1,1879,Ireland,3/4/2021,Prepaid cards,77,Amex
1186,1,2829.24,Turkey,1/19/2021,Credit cards,242,JBC
5012,1,1668.24,Netherlands,3/30/2021,E-Wallet,240,Visa
9291,0,2866.16,Turkey,2/25/2021,E-Wallet,170,MasterCard
8815,0,1777.64,Finland,3/13/2021,Mobile,85,Amex
5561,0,2438.32,Denmark,2/10/2021,E-Wallet,270,JBC
8438,0,2666.28,Norway,2/23/2021,Mobile,176,Amex
7067,1,3607.08,Turkey,1/3/2021,E-Wallet,82,JBC
356,1,2759.92,Brazil,2/24/2021,Mobile,17,Visa
1180,0,1688.96,Switzerland,3/29/2021,Bank transfers,191,JBC
5045,0,2094.64,Australia,3/19/2021,Prepaid cards,269,MasterCard
1146,1,3171.2,Finland,3/18/2021,Mobile,140,Amex
493,1,4001.88,Norway,1/18/2021,Credit cards,223,JBC
4678,0,2288.04,Ireland,1/29/2021,Credit cards,268,MasterCard
4820,0,3513.08,Germany,3/16/2021,Mobile,181,JBC
6560,1,3934.4,Canada,3/3/2021,Bank transfers,224,Amex
9175,1,2589.08,Brazil,2/12/2021,Bank transfers,112,Visa
1179,0,1965,Canada,3/16/2021,E-Wallet,297,MasterCard
1968,1,4615.4,United Kingdom,2/2/2021,Mobile,11,Visa
6147,0,4653.32,Denmark,1/1/2021,Mobile,140,JBC
4687,1,4768.4,Turkey,2/20/2021,Credit cards,13,MasterCard
688,0,4752.36,Iran,1/14/2021,Credit cards,244,MasterCard
6554,0,4565.08,Norway,3/12/2021,Prepaid cards,47,MasterCard
847,1,1844.2,Ireland,3/22/2021,Bank transfers,185,JBC
5305,0,4707.48,Spain,3/16/2021,Credit cards,63,JBC
5255,0,2934.56,Turkey,2/15/2021,Bank transfers,20,JBC
9237,0,4354,Australia,1/10/2021,Bank transfers,154,JBC
5776,0,4132.12,France,1/1/2021,Mobile,40,JBC
7804,1,4340.52,Canada,3/10/2021,E-Wallet,165,Amex
5742,1,4853.04,United States,3/20/2021,Prepaid cards,265,Amex
6324,0,3151.52,France,2/24/2021,Mobile,143,Visa
8105,0,3397.96,Spain,2/18/2021,Credit cards,119,Visa
1076,1,2800,Germany,2/18/2021,Mobile,71,Amex
770,0,3357.6,France,3/30/2021,Credit cards,90,MasterCard
3700,0,1284.84,Canada,2/19/2021,Mobile,39,MasterCard
8196,1,3260.16,Switzerland,3/16/2021,Mobile,203,Amex
6345,1,3518.16,Finland,1/3/2021,Mobile,49,MasterCard
4924,0,2035.96,United Kingdom,3/11/2021,Credit cards,96,Visa
5619,1,3173.88,New Zealand,3/12/2021,Credit cards,27,Visa
6432,1,1581.52,Turkey,3/18/2021,Mobile,240,MasterCard
5500,0,1036.44,Australia,2/6/2021,Bank transfers,209,Amex
8326,1,2452.84,United States,1/15/2021,E-Wallet,163,Visa
7553,0,2740.44,Switzerland,1/27/2021,Prepaid cards,295,JBC
5272,0,2407.6,Brazil,2/2/2021,Bank transfers,135,Amex
2535,0,4459.84,Spain,2/11/2021,Mobile,262,Amex
184,1,1869.2,Switzerland,3/11/2021,Prepaid cards,75,Amex
3119,1,4882.84,Canada,3/29/2021,E-Wallet,212,Amex
2541,1,3385.4,Spain,3/20/2021,E-Wallet,250,Visa
8235,0,3462.2,Spain,3/28/2021,Credit cards,285,MasterCard
2457,1,2643.28,Denmark,1/20/2021,Bank transfers,112,JBC
221,0,1939.76,Norway,1/16/2021,Credit cards,279,Amex
1399,0,3371.28,Finland,3/4/2021,E-Wallet,84,Amex
7205,1,3641.24,Iran,2/27/2021,E-Wallet,3,MasterCard
5726,0,4445.28,United Kingdom,2/20/2021,Prepaid cards,55,Amex
6421,0,4443.32,United Kingdom,2/26/2021,Mobile,5,MasterCard
6957,1,4684.76,United Kingdom,1/9/2021,Mobile,182,JBC
1802,0,3664,Norway,3/18/2021,Credit cards,59,Visa
1638,0,1636.12,Finland,1/15/2021,Prepaid cards,64,JBC
1026,1,4026.56,Netherlands,1/31/2021,Bank transfers,187,JBC
5625,1,2250.96,Finland,1/1/2021,Mobile,62,JBC
3681,0,3679.32,United States,3/20/2021,Credit cards,147,JBC
8072,0,4679.76,Finland,1/23/2021,E-Wallet,215,MasterCard
1130,0,4371.88,Netherlands,3/13/2021,Prepaid cards,193,JBC
6972,1,4222.24,Iran,1/24/2021,Bank transfers,112,Amex
93,1,1759.12,Switzerland,1/18/2021,Prepaid cards,273,JBC
6136,1,4113.2,Finland,2/11/2021,E-Wallet,225,JBC
3662,0,1145.56,France,1/29/2021,Credit cards,38,Visa
4353,1,3090.2,Spain,2/2/2021,E-Wallet,227,Visa
4046,0,3724.84,Finland,2/18/2021,Prepaid cards,41,MasterCard
7176,0,4996.6,Brazil,1/4/2021,Bank transfers,190,MasterCard
163,1,3283.72,Finland,1/26/2021,Prepaid cards,206,JBC
214,0,4771.16,United States,2/7/2021,E-Wallet,269,Amex
3602,1,3402.48,Switzerland,1/14/2021,E-Wallet,53,MasterCard
6856,0,3428.76,Finland,3/5/2021,E-Wallet,166,Visa
4622,0,4032.04,Australia,1/4/2021,Mobile,46,Visa
7043,1,4751.72,Brazil,3/6/2021,Prepaid cards,294,MasterCard
3963,1,4008.8,New Zealand,4/1/2021,Mobile,92,JBC
2757,0,3952.2,Turkey,2/12/2021,Mobile,120,Visa
2794,1,1517.24,Spain,1/2/2021,Credit cards,41,MasterCard
5037,0,2517.76,Ireland,3/15/2021,Bank transfers,123,Visa
8656,0,4447.44,New Zealand,1/24/2021,Bank transfers,36,Amex
7785,1,2701.72,Turkey,1/10/2021,E-Wallet,208,Visa
1535,1,4764.92,United Kingdom,3/19/2021,Prepaid cards,175,Visa
7717,1,2500.16,Turkey,3/16/2021,Mobile,216,Amex
5805,0,4539.88,Germany,3/2/2021,E-Wallet,71,Amex
7790,0,1018.84,Denmark,1/24/2021,E-Wallet,189,Visa
7075,1,3835.72,Iran,1/1/2021,E-Wallet,150,MasterCard
4252,1,1858,Netherlands,3/16/2021,Credit cards,186,MasterCard
8605,1,2529.12,Denmark,1/18/2021,Mobile,255,Visa
384,0,4549.44,Germany,1/6/2021,Mobile,227,JBC
3357,0,3140.52,Canada,1/26/2021,E-Wallet,204,MasterCard
285,0,1799.44,Switzerland,2/9/2021,Credit cards,37,JBC
40,0,2191.2,Finland,2/15/2021,Prepaid cards,268,Amex
9841,0,4591.84,Ireland,2/7/2021,Mobile,253,Amex
7513,0,2758.6,Spain,3/29/2021,E-Wallet,282,Visa
7221,1,1614.4,United Kingdom,2/28/2021,Mobile,101,JBC
3876,0,2241,United States,3/27/2021,Prepaid cards,280,MasterCard
7774,1,2983.2,Norway,3/16/2021,E-Wallet,122,Visa
8194,0,1034.44,New Zealand,3/30/2021,Credit cards,15,Amex
2830,1,3423,Finland,1/7/2021,Mobile,18,Amex
8933,1,2488.92,Netherlands,2/22/2021,Credit cards,118,Visa
5196,0,1022.88,Canada,2/20/2021,Prepaid cards,94,MasterCard
2291,0,2561.48,Australia,2/8/2021,Prepaid cards,292,Visa
3968,1,4071.64,Turkey,2/19/2021,Bank transfers,17,Amex
3280,1,1496.84,Canada,2/13/2021,Bank transfers,299,Visa
4936,0,1000.76,Canada,1/3/2021,Bank transfers,98,JBC
644,0,2400.24,United States,2/22/2021,Bank transfers,250,MasterCard
8626,1,4228.84,Denmark,2/24/2021,Credit cards,133,MasterCard
2346,0,2326.72,Germany,1/30/2021,Prepaid cards,53,Visa
6570,1,3286.44,Spain,1/24/2021,Bank transfers,118,Amex
5859,0,3286.12,Brazil,3/30/2021,Prepaid cards,238,Amex
85,1,3996,Turkey,1/16/2021,Prepaid cards,108,MasterCard
7479,0,3341.12,United States,3/6/2021,Mobile,154,MasterCard
8983,1,1076.4,Switzerland,3/20/2021,Credit cards,245,MasterCard
3009,0,3754.56,Switzerland,3/31/2021,Credit cards,289,JBC
9560,0,4570.08,United States,3/10/2021,Mobile,46,Amex
3592,1,1829.08,Netherlands,3/23/2021,Credit cards,126,Amex
5451,0,4149.72,Canada,3/13/2021,Bank transfers,239,Visa
1866,1,4017.8,Norway,1/31/2021,Bank transfers,278,MasterCard
